,,Restricted Area,Restricted Area,Restricted Area,In The Paint (Non-RA),In The Paint (Non-RA),In The Paint (Non-RA),Mid-Range,Mid-Range,Mid-Range,Left Corner 3,Left Corner 3,Left Corner 3,Right Corner 3,Right Corner 3,Right Corner 3,Above the Break 3,Above the Break 3,Above the Break 3,Backcourt,Backcourt,Backcourt,Corner 3,Corner 3,Corner 3,SEASON
TEAM_ID,TEAM_NAME,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,
1610612737,Atlanta Hawks,1078,1819,0.593,408,1238,0.33,1057,2675,0.395,27,85,0.318,56,140,0.4,249,701,0.355,1,10,0.1,83,225,0.369,2000-01
1610612738,Boston Celtics,1163,2158,0.539,298,829,0.359,721,1865,0.387,73,186,0.392,99,252,0.393,419,1183,0.354,0,12,0.0,172,438,0.393,2000-01
1610612766,Charlotte Hornets,1070,1824,0.587,325,852,0.381,1065,2842,0.375,41,98,0.418,33,86,0.384,265,790,0.335,1,9,0.111,74,184,0.402,2000-01
1610612741,Chicago Bulls,1024,1825,0.561,381,1015,0.375,988,2623,0.377,24,66,0.364,24,65,0.369,280,812,0.345,0,5,0.0,48,131,0.366,2000-01
1610612739,Cleveland Cavaliers,1203,2077,0.579,432,1178,0.367,1036,2619,0.396,50,137,0.365,33,96,0.344,135,403,0.335,1,22,0.045,83,233,0.356,2000-01
1610612742,Dallas Mavericks,1152,1818,0.634,456,1185,0.385,960,2356,0.407,41,105,0.39,79,224,0.353,397,1014,0.392,0,14,0.0,120,329,0.365,2000-01
1610612743,Denver Nuggets,1279,2099,0.609,319,899,0.355,869,2435,0.357,82,217,0.378,87,225,0.387,343,997,0.344,0,5,0.0,169,442,0.382,2000-01
1610612765,Detroit Pistons,1182,2112,0.56,249,739,0.337,1098,2916,0.377,73,182,0.401,47,137,0.343,269,788,0.341,0,5,0.0,120,319,0.376,2000-01
1610612744,Golden State Warriors,1197,1976,0.606,440,1378,0.319,1018,2859,0.356,37,118,0.314,27,81,0.333,217,755,0.287,1,8,0.125,64,199,0.322,2000-01
1610612745,Houston Rockets,1287,2074,0.621,344,894,0.385,808,2116,0.382,85,212,0.401,56,152,0.368,361,1031,0.35,2,15,0.133,141,364,0.387,2000-01
1610612754,Indiana Pacers,996,1682,0.592,370,1046,0.354,1067,2544,0.419,80,234,0.342,70,165,0.424,245,753,0.325,0,7,0.0,150,399,0.376,2000-01
1610612746,Los Angeles Clippers,1166,1867,0.625,587,1416,0.415,783,2122,0.369,35,83,0.422,27,86,0.314,298,888,0.336,0,4,0.0,62,169,0.367,2000-01
1610612747,Los Angeles Lakers,1320,2002,0.659,498,1259,0.396,853,2150,0.397,36,99,0.364,48,127,0.378,354,1036,0.342,0,12,0.0,84,226,0.372,2000-01
1610612748,Miami Heat,951,1662,0.572,369,937,0.394,897,2278,0.394,59,156,0.378,57,145,0.393,361,1066,0.339,0,14,0.0,116,301,0.385,2000-01
1610612749,Milwaukee Bucks,942,1604,0.587,431,946,0.456,1178,2767,0.426,95,255,0.373,76,173,0.439,387,1038,0.373,3,15,0.2,171,428,0.4,2000-01
1610612750,Minnesota Timberwolves,1045,1704,0.613,418,1070,0.391,1363,3194,0.427,53,109,0.486,45,137,0.328,224,648,0.346,0,9,0.0,98,246,0.398,2000-01
1610612751,New Jersey Nets,1240,2161,0.574,330,902,0.366,851,2404,0.354,51,136,0.375,31,100,0.31,277,836,0.331,1,11,0.091,82,236,0.347,2000-01
1610612752,New York Knicks,1038,1762,0.589,341,915,0.373,986,2407,0.41,52,124,0.419,58,141,0.411,280,840,0.333,0,9,0.0,110,265,0.415,2000-01
1610612753,Orlando Magic,1210,2121,0.57,281,745,0.377,1033,2662,0.388,42,107,0.393,43,117,0.368,404,1107,0.365,0,14,0.0,85,224,0.379,2000-01
1610612755,Philadelphia 76ers,1319,1968,0.67,396,1312,0.302,925,2405,0.385,36,108,0.333,40,89,0.449,186,597,0.312,0,8,0.0,76,197,0.386,2000-01
1610612756,Phoenix Suns,1102,1850,0.596,428,1152,0.372,1082,2702,0.4,53,158,0.335,41,145,0.283,238,737,0.323,0,13,0.0,94,303,0.31,2000-01
1610612757,Portland Trail Blazers,1270,2052,0.619,348,883,0.394,1019,2428,0.42,40,112,0.357,42,127,0.331,285,807,0.353,0,8,0.0,82,239,0.343,2000-01
1610612758,Sacramento Kings,1416,2269,0.624,381,1091,0.349,857,2257,0.38,59,167,0.353,73,195,0.374,344,970,0.355,2,20,0.1,132,362,0.365,2000-01
1610612759,San Antonio Spurs,1104,1764,0.626,396,1049,0.378,938,2355,0.398,73,149,0.49,113,237,0.477,259,696,0.372,1,12,0.083,186,386,0.482,2000-01
1610612760,Seattle SuperSonics,1428,2361,0.605,462,1248,0.37,674,1872,0.36,66,151,0.437,48,130,0.369,351,878,0.4,0,9,0.0,114,281,0.406,2000-01
1610612761,Toronto Raptors,1139,1918,0.594,284,773,0.367,1196,3117,0.384,45,133,0.338,62,137,0.453,322,879,0.366,0,15,0.0,107,270,0.396,2000-01
1610612762,Utah Jazz,1410,2295,0.614,327,836,0.391,903,2318,0.39,51,105,0.486,55,131,0.42,214,597,0.358,0,7,0.0,106,236,0.449,2000-01
1610612763,Vancouver Grizzlies,986,1645,0.599,372,1005,0.37,1188,2943,0.404,32,112,0.286,50,147,0.34,242,684,0.354,0,3,0.0,82,259,0.317,2000-01
1610612764,Washington Wizards,1097,1878,0.584,457,1271,0.36,1004,2456,0.409,29,89,0.326,39,105,0.371,207,651,0.318,0,3,0.0,68,194,0.351,2000-01
1610612737,Atlanta Hawks,1306,2271,0.575,328,915,0.358,845,2234,0.378,47,149,0.315,62,170,0.365,313,866,0.361,0,5,0.0,109,319,0.342,2001-02
1610612738,Boston Celtics,1198,2143,0.559,254,748,0.34,703,1896,0.371,57,183,0.311,84,243,0.346,554,1504,0.368,2,14,0.143,141,426,0.331,2001-02
1610612766,Charlotte Hornets,1189,2084,0.571,359,908,0.395,1001,2596,0.386,25,78,0.321,41,87,0.471,278,819,0.339,0,8,0.0,66,165,0.4,2001-02
1610612741,Chicago Bulls,1100,1982,0.555,262,715,0.366,1149,2926,0.393,29,87,0.333,21,80,0.263,248,691,0.359,0,7,0.0,50,167,0.299,2001-02
1610612739,Cleveland Cavaliers,1020,1821,0.56,380,943,0.403,1162,2790,0.416,60,141,0.426,48,114,0.421,276,752,0.367,1,20,0.05,108,255,0.424,2001-02
1610612742,Dallas Mavericks,1212,2007,0.604,411,983,0.418,958,2300,0.417,56,122,0.459,61,153,0.399,502,1356,0.37,0,9,0.0,117,275,0.425,2001-02
1610612743,Denver Nuggets,1228,2133,0.576,358,967,0.37,907,2485,0.365,68,219,0.311,70,186,0.376,284,863,0.329,0,17,0.0,138,405,0.341,2001-02
1610612765,Detroit Pistons,1126,1857,0.606,292,696,0.42,861,2239,0.385,110,268,0.41,91,232,0.392,363,1001,0.363,1,6,0.167,201,500,0.402,2001-02
1610612744,Golden State Warriors,1405,2319,0.606,481,1431,0.336,792,2244,0.353,31,86,0.36,38,111,0.342,250,783,0.319,1,15,0.067,69,197,0.35,2001-02
1610612745,Houston Rockets,1176,2021,0.582,247,697,0.354,920,2434,0.378,77,224,0.344,51,144,0.354,365,1093,0.334,0,15,0.0,128,368,0.348,2001-02
1610612754,Indiana Pacers,1088,1763,0.617,434,1099,0.395,1008,2523,0.4,84,205,0.41,51,155,0.329,270,824,0.328,0,11,0.0,135,360,0.375,2001-02
1610612746,Los Angeles Clippers,1136,1836,0.619,641,1550,0.414,786,2136,0.368,28,64,0.438,28,71,0.394,351,1002,0.35,0,9,0.0,56,135,0.415,2001-02
1610612747,Los Angeles Lakers,1297,1994,0.65,489,1170,0.418,854,2236,0.382,72,172,0.419,86,207,0.415,351,1045,0.336,1,15,0.067,158,379,0.417,2001-02
1610612763,Memphis Grizzlies,1220,2014,0.606,396,1091,0.363,901,2339,0.385,52,142,0.366,31,105,0.295,251,833,0.301,0,11,0.0,83,247,0.336,2001-02
1610612748,Miami Heat,1014,1617,0.627,341,879,0.388,1133,2986,0.379,65,149,0.436,56,139,0.403,191,593,0.322,1,19,0.053,121,288,0.42,2001-02
1610612749,Milwaukee Bucks,933,1638,0.57,422,919,0.459,1094,2440,0.448,103,249,0.414,72,191,0.377,417,1121,0.372,0,18,0.0,175,440,0.398,2001-02
1610612750,Minnesota Timberwolves,1043,1688,0.618,522,1235,0.423,1216,2922,0.416,44,115,0.383,48,114,0.421,302,804,0.376,0,9,0.0,92,229,0.402,2001-02
1610612751,New Jersey Nets,1380,2288,0.603,370,933,0.397,890,2403,0.37,50,129,0.388,39,111,0.351,313,934,0.335,0,18,0.0,89,240,0.371,2001-02
1610612752,New York Knicks,925,1681,0.55,427,1010,0.423,991,2485,0.399,58,172,0.337,76,201,0.378,339,966,0.351,1,5,0.2,134,373,0.359,2001-02
1610612753,Orlando Magic,1281,2136,0.6,279,742,0.376,909,2360,0.385,69,171,0.404,64,150,0.427,484,1325,0.365,0,7,0.0,133,321,0.414,2001-02
1610612755,Philadelphia 76ers,1198,2042,0.587,399,1054,0.379,993,2626,0.378,47,109,0.431,24,69,0.348,143,534,0.268,0,2,0.0,71,178,0.399,2001-02
1610612756,Phoenix Suns,1371,2351,0.583,406,1054,0.385,962,2434,0.395,35,102,0.343,45,149,0.302,278,837,0.332,0,7,0.0,80,251,0.319,2001-02
1610612757,Portland Trail Blazers,1300,2148,0.605,270,770,0.351,971,2438,0.398,48,135,0.356,63,150,0.42,352,1018,0.346,0,12,0.0,111,285,0.389,2001-02
1610612758,Sacramento Kings,1423,2307,0.617,353,897,0.394,1066,2640,0.404,58,161,0.36,94,222,0.423,273,768,0.355,0,8,0.0,152,383,0.397,2001-02
1610612759,San Antonio Spurs,1345,2140,0.629,348,910,0.382,781,2106,0.371,95,216,0.44,105,241,0.436,238,741,0.321,0,8,0.0,200,457,0.438,2001-02
1610612760,Seattle SuperSonics,1239,1998,0.62,479,1216,0.394,924,2176,0.425,65,196,0.332,65,153,0.425,359,934,0.384,0,8,0.0,130,349,0.372,2001-02
1610612761,Toronto Raptors,1127,1975,0.571,324,821,0.395,1081,2825,0.383,50,120,0.417,51,121,0.421,286,847,0.338,0,18,0.0,101,241,0.419,2001-02
1610612762,Utah Jazz,1434,2508,0.572,218,677,0.322,940,2353,0.399,25,71,0.352,37,112,0.33,215,646,0.333,0,7,0.0,62,183,0.339,2001-02
1610612764,Washington Wizards,950,1599,0.594,389,1112,0.35,1293,3167,0.408,30,68,0.441,36,78,0.462,240,636,0.377,0,3,0.0,66,146,0.452,2001-02
1610612737,Atlanta Hawks,1040,1802,0.577,395,1014,0.39,1023,2479,0.413,64,158,0.405,64,164,0.39,273,808,0.338,0,9,0.0,128,322,0.398,2002-03
1610612738,Boston Celtics,1121,1895,0.592,292,866,0.337,569,1595,0.357,89,239,0.372,88,273,0.322,540,1624,0.333,1,17,0.059,177,512,0.346,2002-03
1610612741,Chicago Bulls,1319,2235,0.59,486,1215,0.4,838,2268,0.369,42,126,0.333,55,141,0.39,251,723,0.347,0,6,0.0,97,267,0.363,2002-03
1610612739,Cleveland Cavaliers,1279,2238,0.571,336,987,0.34,943,2627,0.359,41,123,0.333,73,185,0.395,178,565,0.315,0,21,0.0,114,308,0.37,2002-03
1610612742,Dallas Mavericks,1138,1858,0.612,420,1013,0.415,970,2449,0.396,69,193,0.358,87,220,0.395,477,1238,0.385,0,11,0.0,156,413,0.378,2002-03
1610612743,Denver Nuggets,1135,2044,0.555,405,1140,0.355,920,2538,0.362,35,130,0.269,19,76,0.25,175,608,0.288,0,8,0.0,54,206,0.262,2002-03
1610612765,Detroit Pistons,969,1731,0.56,327,765,0.427,871,2293,0.38,53,167,0.317,87,220,0.395,392,1091,0.359,1,10,0.1,140,387,0.362,2002-03
1610612744,Golden State Warriors,1255,2064,0.608,490,1314,0.373,890,2327,0.382,40,108,0.37,53,166,0.319,333,951,0.35,0,11,0.0,93,274,0.339,2002-03
1610612745,Houston Rockets,1216,2032,0.598,361,921,0.392,826,2244,0.368,65,173,0.376,42,138,0.304,329,933,0.353,1,20,0.05,107,311,0.344,2002-03
1610612754,Indiana Pacers,1225,2026,0.605,349,943,0.37,958,2521,0.38,49,147,0.333,31,114,0.272,299,853,0.351,0,4,0.0,80,261,0.307,2002-03
1610612746,Los Angeles Clippers,1260,2154,0.585,497,1231,0.404,688,1929,0.357,36,102,0.353,30,88,0.341,324,967,0.335,0,19,0.0,66,190,0.347,2002-03
1610612747,Los Angeles Lakers,1259,1987,0.634,430,1141,0.377,919,2364,0.389,66,179,0.369,52,162,0.321,365,1012,0.361,0,11,0.0,118,341,0.346,2002-03
1610612763,Memphis Grizzlies,1211,1991,0.608,485,1186,0.409,886,2288,0.387,97,236,0.411,45,105,0.429,325,924,0.352,0,13,0.0,142,341,0.416,2002-03
1610612748,Miami Heat,948,1705,0.556,344,905,0.38,1048,2808,0.373,58,163,0.356,53,147,0.361,237,769,0.308,0,20,0.0,111,310,0.358,2002-03
1610612749,Milwaukee Bucks,1101,1863,0.591,390,913,0.427,969,2369,0.409,92,241,0.382,61,180,0.339,432,1091,0.396,0,13,0.0,153,421,0.363,2002-03
1610612750,Minnesota Timberwolves,1088,1754,0.62,480,1137,0.422,1309,3115,0.42,47,124,0.379,26,76,0.342,221,596,0.371,1,7,0.143,73,200,0.365,2002-03
1610612751,New Jersey Nets,1371,2300,0.596,322,868,0.371,868,2382,0.364,35,91,0.385,43,114,0.377,267,819,0.326,0,11,0.0,78,205,0.38,2002-03
1610612740,New Orleans Hornets,1088,1955,0.557,392,975,0.402,1031,2693,0.383,64,143,0.448,55,139,0.396,284,784,0.362,0,6,0.0,119,282,0.422,2002-03
1610612752,New York Knicks,824,1503,0.548,391,920,0.425,1148,2723,0.422,78,190,0.411,101,243,0.416,425,1134,0.375,0,12,0.0,179,433,0.413,2002-03
1610612753,Orlando Magic,1129,2042,0.553,211,543,0.389,1041,2593,0.401,61,192,0.318,44,118,0.373,461,1266,0.364,0,9,0.0,105,310,0.339,2002-03
1610612755,Philadelphia 76ers,1461,2525,0.579,389,997,0.39,880,2331,0.378,46,135,0.341,31,91,0.341,167,555,0.301,1,6,0.167,77,226,0.341,2002-03
1610612756,Phoenix Suns,1298,2276,0.57,387,991,0.391,928,2365,0.392,54,155,0.348,113,264,0.428,225,711,0.316,0,14,0.0,167,419,0.399,2002-03
1610612757,Portland Trail Blazers,1362,2172,0.627,408,977,0.418,840,2197,0.382,43,119,0.361,57,164,0.348,277,840,0.33,0,22,0.0,100,283,0.353,2002-03
1610612758,Sacramento Kings,1315,2053,0.641,355,915,0.388,1084,2737,0.396,100,237,0.422,107,244,0.439,281,779,0.361,0,25,0.0,207,481,0.43,2002-03
1610612759,San Antonio Spurs,1357,2195,0.618,425,1027,0.414,679,1805,0.376,94,274,0.343,103,250,0.412,250,736,0.34,0,10,0.0,197,524,0.376,2002-03
1610612760,Seattle SuperSonics,1084,1802,0.602,395,1035,0.382,953,2472,0.386,65,190,0.342,55,160,0.344,335,930,0.36,0,10,0.0,120,350,0.343,2002-03
1610612761,Toronto Raptors,1107,1929,0.574,326,849,0.384,1005,2693,0.373,70,183,0.383,59,151,0.391,280,849,0.33,0,10,0.0,129,334,0.386,2002-03
1610612762,Utah Jazz,1352,2176,0.621,256,713,0.359,1063,2666,0.399,27,66,0.409,24,65,0.369,171,493,0.347,1,10,0.1,51,131,0.389,2002-03
1610612764,Washington Wizards,955,1604,0.595,300,892,0.336,1308,3087,0.424,45,132,0.341,31,102,0.304,177,575,0.308,0,2,0.0,76,234,0.325,2002-03
1610612737,Atlanta Hawks,1179,2072,0.569,346,934,0.37,885,2274,0.389,81,210,0.386,56,165,0.339,282,872,0.323,0,2,0.0,137,375,0.365,2003-04
1610612738,Boston Celtics,1161,1992,0.583,280,746,0.375,849,2079,0.408,89,214,0.416,81,218,0.372,383,1157,0.331,0,9,0.0,170,432,0.394,2003-04
1610612741,Chicago Bulls,1050,1983,0.53,366,927,0.395,952,2587,0.368,56,178,0.315,42,104,0.404,331,964,0.343,1,10,0.1,98,282,0.348,2003-04
1610612739,Cleveland Cavaliers,1309,2321,0.564,408,1092,0.374,958,2553,0.375,35,107,0.327,44,127,0.346,168,540,0.311,0,13,0.0,79,234,0.338,2003-04
1610612742,Dallas Mavericks,1335,2169,0.615,526,1265,0.416,954,2340,0.408,47,138,0.341,48,123,0.39,412,1177,0.35,0,18,0.0,95,261,0.364,2003-04
1610612743,Denver Nuggets,1422,2406,0.591,302,818,0.369,938,2552,0.368,26,96,0.271,48,104,0.462,257,777,0.331,0,10,0.0,74,200,0.37,2003-04
1610612765,Detroit Pistons,1236,2212,0.559,350,921,0.38,828,2213,0.374,62,148,0.419,42,118,0.356,229,695,0.329,0,7,0.0,104,266,0.391,2003-04
